#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:44:39 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244503a49	
#INFO	-out.max=unlimited	
#INFO	queryParameters=29	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/15&tab:{VIII/15/pkscat90}&tab:{VIII/15/refs}&key:source=VIII/15&HTTPPRM:&&-ref=VIZ51f244503a49&-file=.&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=Bname&-out=Alias&-out=RAB1950&-out=DEB1950&-out=Ident&-out=z&-out=S80&-out=S178&-out=S408&-out=S635&-out=S1410&-out=S2700&-out=S5000&-out=Jname&-out=errPos&-out=r_z&-out=Ref&-out=BibCode&-out=Authors&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/15/pkscat90,VIII/15/refs
#-order=I
#-out=Bname
#-out=Alias
#-out=RAB1950
#-out=DEB1950
#-out=Ident
#-out=z
#-out=S80
#-out=S178
#-out=S408
#-out=S635
#-out=S1410
#-out=S2700
#-out=S5000
#-out=Jname
#-out=errPos
#-out=r_z
#-out=Ref
#-out=BibCode
#-out=Authors
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_8015
#Name: VIII/15
#Title: Parkes Radio Sources Catalogue (PKSCAT90) (Wright+ 1990)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_15_pkscat90:
#Name: VIII/15/pkscat90
#Title: The Catalogue
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Bname	(a10)	B1950 source name	[ucd=meta.id;meta.main]
#Column	Alias	(a7)	Alias/other catalogue names	[ucd=meta.id]
#Column	RAB1950	(A10)	Right Ascension B1950.0 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	Declination B1950.0 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	Ident	(A4)	Identification of source (1)	[ucd=src.class]
#Column	z	(F6.3)	? Redshift (reference in r_z)	[ucd=src.redshift]
#Column	S80	(F8.3)	? Flux density at 80 MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	S178	(F8.3)	? Flux density at 178 MHz	[ucd=phot.flux.density;em.radio.100-200MHz]
#Column	S408	(F8.3)	? Flux density at 408 MHz	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	S635	(F8.3)	? Flux density at 635 MHz	[ucd=phot.flux.density;em.radio.400-750MHz]
#Column	S1410	(F8.3)	? Flux density at 1410 MHz (21cm)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	S2700	(F8.3)	? Flux density at 2700 MHz (11cm)	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	S5000	(F8.3)	? Flux density at 5000 MHz (6cm)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	Jname	(a11)	J2000 Name	[ucd=meta.id]
#Column	errPos	(F5.2)	? positional accuracy in arcsec. (to be read as "better than")	[ucd=stat.error]
#Column	r_z	(a20)	Comma-separated references for z (see file refs.dat)	[ucd=meta.ref]
_RAJ2000	_DEJ2000	Bname	Alias	RAB1950	DEB1950	Ident	z	S80	S178	S408	S635	S1410	S2700	S5000	Jname	errPos	r_z
22 38 14.5	-14 06 01	B2235-143 	       	22 35 34.7	-14 21 38	G   	      	  12.000	        	   2.410	        	   0.700	   0.470	   0.200	J2238-1406 	20.00	
22 39 07.1	-55 25 47	B2235-556 	       	22 35 59.0	-55 41 25	Q?  	      	        	        	        	        	        	   0.200	   0.180	J2239-5525 	20.00	
22 38 55.0	+07 08 25	B2236+068 	       	22 36 24.1	+06 52 47	Xs  	      	        	        	   0.970	        	        	   0.300	   0.110	J2238+0708 	20.00	
22 38 34.6	+12 42 50	B2236+124 	OY160  	22 36 06.1	+12 27 12	Q?  	      	        	        	        	        	        	   0.320	   0.330	J2238+1242 	20.00	
22 39 01.2	-00 37 39	B2236-008 	       	22 36 27.1	-00 53 17	G?  	      	        	        	        	        	        	   0.160	   0.100	J2239-0037 	20.00	
22 39 32.6	-04 29 40	B2236-047 	2237-04	22 36 56.9	-04 45 19	Xs  	      	        	        	   2.940	        	        	   0.170	        	J2239-0429 	20.00	
22 39 11.4	-17 20 28	B2236-176 	OY-161 	22 36 30.2	-17 36 07	E   	      	  16.000	        	   4.310	        	   1.500	   1.060	   0.540	J2239-1720 	20.00	
22 39 19.0	-26 10 11	B2236-264 	OY-261 	22 36 33.7	-26 25 50	G   	      	        	        	   1.230	        	        	   0.290	   0.190	J2239-2610 	20.00	
22 39 32.0	-36 09 14	B2236-364 	       	22 36 41.1	-36 24 53	D   	      	        	        	   1.310	        	        	   0.420	   0.310	J2239-3609 	20.00	
22 39 12.7	-46 19 24	B2236-465 	       	22 36 14.2	-46 35 03	X   	      	        	        	        	        	        	   0.330	   0.220	J2239-4619 	20.00	
22 39 11.9	-57 01 23	B2236-572 	       	22 36 01.7	-57 17 01	Q?  	      	        	        	        	        	        	   0.440	   0.490	J2239-5701 	10.00	
22 40 31.4	-04 35 57	B2237-048 	       	22 37 55.7	-04 51 38	Xs  	      	        	        	   0.830	        	        	   0.140	        	J2240-0435 	20.00	
22 40 26.6	-12 09 29	B2237-124 	       	22 37 47.8	-12 25 10	Xs  	      	        	        	        	        	        	   0.170	        	J2240-1209 	20.00	
22 40 33.6	-18 39 53	B2237-189 	       	22 37 52.0	-18 55 34	Xs  	      	        	        	        	        	        	   0.170	        	J2240-1839 	20.00	
22 40 46.7	-36 21 16	B2237-366 	       	22 37 55.9	-36 36 57	Xs  	      	        	        	        	        	        	   0.420	   0.230	J2240-3621 	20.00	
22 40 36.9	-68 35 26	B2237-688 	       	22 37 03.6	-68 51 06	Xg  	      	        	        	        	        	        	   0.180	        	J2240-6835 	20.00	
22 40 29.4	+13 12 04	B2238+129 	       	22 38 01.0	+12 56 23	Xs  	      	        	        	   0.890	        	        	   0.200	        	J2240+1312 	20.00	
22 40 57.3	-00 53 36	B2238-011 	4C-1.58	22 38 23.1	-01 09 17	X   	      	        	   2.000	   0.920	        	        	   0.210	   0.100	J2240-0053 	20.00	
22 40 59.9	-11 06 16	B2238-113 	       	22 38 21.6	-11 21 57	Xg  	      	        	        	   1.340	        	        	   0.350	   0.210	J2240-1106 	20.00	
22 41 20.0	-37 12 08	B2238-374 	       	22 38 28.8	-37 27 50	Xs  	      	        	        	   1.560	        	        	   0.340	   0.240	J2241-3712 	20.00	
22 42 07.6	-72 45 41	B2238-730 	       	22 38 19.8	-73 01 23	G   	      	        	        	   1.160	        	        	   0.300	   0.200	J2242-7245 	20.00	
22 58 22.5	-88 45 14	B2238-890 	       	22 38 09.3	-89 01 09	Xg  	      	        	        	        	        	        	   0.180	        	J2258-8845 	20.00	
22 41 49.8	+09 53 53	B2239+096 	       	22 39 19.9	+09 38 10	Q?  	      	        	        	        	        	        	   0.650	   0.700	J2241+0953 	 0.15	
22 41 36.1	+11 46 02	B2239+115 	4C11.70	22 39 07.0	+11 30 20	Xs  	      	   7.000	   3.800	   2.650	        	   0.800	   0.430	   0.280	J2241+1146 	20.00	
22 41 51.5	-10 15 34	B2239-105 	       	22 39 13.6	-10 31 17	X   	      	   4.000	        	   2.630	        	   0.900	   0.620	   0.330	J2241-1015 	20.00	
22 43 06.7	-58 41 42	B2239-589 	       	22 39 55.8	-58 57 26	S   	      	        	        	   1.160	        	        	   0.350	   0.210	J2243-5841 	20.00	
22 42 24.4	-60 44 10	B2239-609 	22-62  	22 39 10.0	-60 59 53	Xs  	      	        	        	   2.200	        	   1.200	   0.500	   0.270	J2242-6044 	20.00	
22 43 07.9	-62 50 57	B2239-631 	       	22 39 50.1	-63 06 41	Q?  	      	        	        	        	        	        	   0.410	   0.500	J2243-6250 	20.00	
22 43 21.6	-65 08 13	B2239-653 	       	22 39 59.2	-65 23 58	Xg  	      	        	        	   1.140	        	        	   0.260	   0.170	J2243-6508 	20.00	
22 44 15.3	-79 45 21	B2239-800 	       	22 39 36.3	-80 01 06	Xs  	      	        	        	   1.540	        	   0.500	   0.170	        	J2244-7945 	20.00	
22 42 45.1	+24 59 14	B2240+247 	4C24.60	22 40 21.7	+24 43 30	E   	 0.090	        	   2.600	        	   0.900	   0.500	   0.400	   0.270	J2242+2459 	20.00	s73
22 42 53.6	-10 29 42	B2240-107 	       	22 40 15.6	-10 45 26	Q?  	      	        	        	   1.260	        	        	   0.220	   0.150	J2242-1029 	20.00	
22 43 29.5	-21 39 04	B2240-219 	OY-267 	22 40 46.8	-21 54 49	Xs  	      	        	        	   0.800	        	        	   0.240	   0.140	J2243-2139 	20.00	
22 43 26.4	-25 44 27	B2240-260 	OV-268 	22 40 41.8	-26 00 12	QC  	      	        	        	   1.570	        	        	   1.080	   1.000	J2243-2544 	 0.15	
22 43 52.8	-56 56 30	B2240-572 	       	22 40 44.7	-57 12 15	Q?  	      	        	        	        	        	        	   0.320	   0.230	J2243-5656 	20.00	
22 43 50.0	+01 36 21	B2241+013 	4C01.72	22 41 16.8	+01 20 35	Xs  	      	        	   3.100	   1.960	        	        	   0.270	   0.170	J2243+0136 	20.00	
22 44 02.9	+16 33 06	B2241+162 	4C16.77	22 41 35.6	+16 17 20	Q?  	      	        	   4.000	   2.400	        	        	   0.550	   0.370	J2244+1633 	20.00	
22 43 55.2	+18 14 58	B2241+179 	4C17.90	22 41 28.7	+17 59 12	Xs  	      	  10.000	   5.400	   3.040	        	   1.100	   0.500	   0.300	J2243+1814 	20.00	
22 43 49.7	-16 07 34	B2241-163 	22-118 	22 41 09.5	-16 23 20	Xs  	      	   4.000	        	   1.760	        	   0.700	   0.390	   0.230	J2243-1607 	20.00	
22 44 08.8	-20 27 19	B2241-207 	OY-269 	22 41 26.7	-20 43 05	Xs  	      	        	        	   0.760	        	        	   0.200	   0.120	J2244-2027 	20.00	
22 44 31.5	-22 04 13	B2241-223 	OY-270 	22 41 48.8	-22 20 00	Q?  	      	        	        	   0.920	        	        	   0.270	   0.160	J2244-2204 	20.00	
22 44 36.1	-26 23 21	B2241-266 	       	22 41 51.4	-26 39 08	Xs  	      	        	        	        	        	        	   0.110	        	J2244-2623 	20.00	
22 44 34.1	-35 25 05	B2241-356 	       	22 41 44.6	-35 40 52	X   	      	        	        	        	        	        	   0.170	        	J2244-3525 	20.00	
22 45 28.3	+03 24 15	B2242+031 	       	22 42 55.8	+03 08 27	Q   	      	        	        	        	        	        	   0.330	   0.320	J2245+0324 	20.00	
22 44 52.2	-01 42 32	B2242-019 	       	22 42 17.7	-01 58 19	G   	      	        	        	   0.860	        	        	   0.200	   0.130	J2244-0142 	20.00	
22 44 52.2	-29 28 49	B2242-297 	OY-271 	22 42 06.0	-29 44 36	N   	      	        	        	   0.870	        	        	   0.290	   0.140	J2244-2928 	20.00	
22 44 55.8	-31 38 35	B2242-319 	       	22 42 08.5	-31 54 22	Xs  	      	        	        	        	        	        	   0.080	        	J2244-3138 	20.00	
22 44 57.9	-34 30 46	B2242-347 	       	22 42 09.0	-34 46 33	Xs  	      	        	        	   0.980	        	        	   0.230	        	J2244-3430 	20.00	
22 45 00.0	-49 31 58	B2242-497 	       	22 42 00.4	-49 47 45	Xs  	      	        	        	   1.480	        	        	   0.270	   0.180	J2245-4931 	20.00	
22 46 01.1	+17 43 06	B2243+174 	3C453  	22 43 34.2	+17 27 17	Xs  	      	  16.000	   5.300	   2.430	        	   0.600	   0.230	        	J2246+1743 	20.00	
22 46 11.3	-03 00 37	B2243-032 	4C-3.81	22 43 36.3	-03 16 26	G   	 0.303	  14.000	   6.300	   3.320	   2.400	   1.100	   0.750	   0.500	J2246-0300 	20.00	ww76a
22 46 18.2	-12 06 51	B2243-123 	       	22 43 39.8	-12 22 40	Q   	 0.632	        	        	   1.540	        	        	   2.740	   2.380	J2246-1206 	 0.02	bsb75
22 46 00.5	-17 37 41	B2243-178 	OY-173 	22 43 19.8	-17 53 30	E   	      	        	        	        	        	        	   0.210	   0.140	J2246-1737 	20.00	
22 45 50.4	-18 55 12	B2243-191 	22-119 	22 43 09.2	-19 11 00	Xs  	      	  11.000	        	   2.850	        	   0.800	   0.270	   0.190	J2245-1855 	20.00	
22 46 32.0	-30 44 36	B2243-310 	       	22 43 45.4	-31 00 25	Xs  	      	        	        	   3.140	        	        	   0.600	   0.300	J2246-3044 	20.00	
22 46 40.1	-34 19 24	B2243-345 	       	22 43 51.6	-34 35 14	Xs  	      	        	        	   0.890	        	        	   0.170	        	J2246-3419 	20.00	
22 46 16.8	-56 07 43	B2243-563 	       	22 43 10.8	-56 23 32	Q   	      	        	        	        	        	        	   0.340	   0.390	J2246-5607 	 2.00	
22 47 30.2	+00 00 06	B2244-002 	       	22 44 56.4	-00 15 45	Q?  	      	        	        	        	        	        	   0.390	   0.350	J2247+0000 	10.00	
22 47 02.6	-13 54 06	B2244-141 	       	22 44 23.5	-14 09 56	Xs  	      	        	        	   0.840	        	        	   0.140	        	J2247-1354 	20.00	
22 47 40.8	-30 02 32	B2244-303 	       	22 44 54.7	-30 18 23	Xs  	      	        	        	        	        	        	   0.170	        	J2247-3002 	20.00	
22 47 04.0	-36 57 45	B2244-372 	       	22 44 14.1	-37 13 35	Q   	 2.248	  16.000	        	   2.950	        	   1.800	   1.000	   0.730	J2247-3657 	 1.00	
22 47 42.4	-44 37 25	B2244-448 	       	22 44 47.7	-44 53 16	Xg  	      	        	        	        	        	        	   0.190	        	J2247-4437 	20.00	
22 48 47.1	-74 53 17	B2244-751 	       	22 44 54.9	-75 09 09	Xs  	      	        	        	        	        	        	   0.230	        	J2248-7453 	20.00	
22 47 58.7	+03 10 42	B2245+029 	       	22 45 26.0	+02 54 51	*   	      	        	        	   1.210	   0.700	   0.930	   0.730	   0.610	J2247+0310 	 0.50	
22 48 14.5	+18 27 09	B2245+181 	4C18.66	22 45 47.7	+18 11 17	Xs  	      	        	   4.400	   1.710	        	        	   0.200	        	J2248+1827 	20.00	
22 47 37.9	+23 27 06	B2245+231 	       	22 45 13.2	+23 11 15	Xs  	      	        	        	        	        	   1.400	   0.500	   0.460	J2247+2327 	20.00	
22 48 01.3	-01 57 38	B2245-022 	       	22 45 26.8	-02 13 30	X   	      	        	        	   1.360	   1.400	   0.450	   0.390	   0.240	J2248-0157 	20.00	
22 48 00.1	-05 41 20	B2245-059 	OY-076 	22 45 24.2	-05 57 11	Q?  	      	        	        	   0.860	        	        	   0.300	   0.260	J2248-0541 	20.00	
22 47 52.6	-12 37 20	B2245-128 	       	22 45 14.1	-12 53 11	Q   	 1.888	        	        	        	        	        	   0.250	   0.330	J2247-1237 	20.00	
22 48 29.2	-29 31 39	B2245-297 	       	22 45 43.5	-29 47 31	Xg  	      	        	        	        	        	        	   0.120	        	J2248-2931 	20.00	
22 48 38.7	-32 35 52	B2245-328 	       	22 45 51.5	-32 51 44	Q   	 2.268	        	        	        	        	        	   2.010	   1.800	J2248-3235 	 0.02	pwj79
22 48 12.1	-46 56 51	B2245-472 	       	22 45 15.7	-47 12 43	Xs  	      	        	        	   1.100	        	        	   0.190	        	J2248-4656 	20.00	
22 48 49.7	-71 51 03	B2245-721 	       	22 45 11.6	-72 06 55	Xs  	      	        	        	        	        	        	   0.340	   0.210	J2248-7151 	20.00	
22 49 00.5	+21 07 03	B2246+208 	       	22 46 34.7	+20 51 10	Q?  	      	        	        	        	        	        	   0.470	   0.680	J2249+2107 	10.00	
22 48 54.8	-01 59 09	B2246-022 	4C-2.86	22 46 20.3	-02 15 02	Xs  	      	        	   3.200	   1.120	        	        	   0.110	        	J2248-0159 	20.00	
22 49 18.1	-30 39 08	B2246-309 	       	22 46 32.0	-30 55 01	Q   	 1.307	        	        	   0.920	        	        	   0.280	   0.220	J2249-3039 	20.00	pjw76
22 49 23.7	-37 28 30	B2246-377 	       	22 46 34.0	-37 44 23	D   	      	        	        	   0.820	        	        	   0.190	        	J2249-3728 	20.00	
22 49 12.1	-51 09 17	B2246-514 	       	22 46 12.5	-51 25 10	X   	      	        	        	   1.220	        	        	   0.200	        	J2249-5109 	20.00	
22 49 35.4	+03 57 36	B2247+036 	4C03.54	22 47 03.0	+03 41 42	Xs  	      	        	   2.200	        	        	        	   0.090	        	J2249+0357 	20.00	
22 49 50.3	+11 36 13	B2247+113 	4C11.71	22 47 20.7	+11 20 19	E   	 0.024	   8.000	   5.800	   7.300	        	   2.400	   1.400	   1.240	J2249+1136 	20.00	
22 49 44.9	+13 31 10	B2247+132 	4C13.84	22 47 16.0	+13 15 16	Q   	 0.767	   3.000	   2.200	   2.360	        	   1.800	   0.850	   0.680	J2249+1331 	10.00	s77
22 50 25.3	+14 19 52	B2247+140 	4C14.82	22 47 56.7	+14 03 57	Q   	 0.235	   6.000	   4.000	   3.200	        	   2.300	   1.340	   1.110	J2250+1419 	 0.50	bbh73
22 49 59.2	-12 51 19	B2247-131 	       	22 47 20.7	-13 07 13	Xs  	      	        	        	   0.940	        	        	   0.450	   0.320	J2249-1251 	20.00	
22 50 29.8	-23 01 12	B2247-232 	OY-279 	22 47 47.3	-23 17 07	Q?  	      	        	        	   3.300	        	        	   0.530	   0.300	J2250-2301 	20.00	
22 49 46.0	-24 34 45	B2247-248 	OY-278 	22 47 02.8	-24 50 39	Xs  	      	        	        	   1.050	        	        	   0.200	   0.130	J2249-2434 	20.00	
22 49 48.2	-32 48 00	B2247-330 	       	22 47 01.1	-33 03 54	Xs  	      	        	        	   1.430	        	        	   0.140	        	J2249-3248 	20.00	
22 50 47.4	+07 02 14	B2248+067 	4C06.75	22 48 16.1	+06 46 19	DB  	      	   8.000	   4.700	   4.110	        	   1.600	   1.000	   0.610	J2250+0702 	20.00	
22 50 32.6	+19 31 03	B2248+192 	4C19.74	22 48 06.0	+19 15 08	Q   	 1.791	  13.000	   6.100	        	        	        	   0.450	   0.290	J2250+1931 	20.00	ww76a
22 50 51.7	-12 05 08	B2248-123 	       	22 48 13.6	-12 21 03	Xs  	      	        	        	   2.530	        	        	   0.620	   0.340	J2250-1205 	20.00	
22 51 31.3	-18 48 08	B2248-190 	OY-182 	22 48 50.7	-19 04 04	X   	      	        	        	   0.840	        	        	   0.270	   0.200	J2251-1848 	20.00	
22 51 05.4	-22 04 32	B2248-223 	OY-281 	22 48 23.4	-22 20 28	G   	      	        	        	   1.300	        	        	   0.340	   0.240	J2251-2204 	20.00	
22 51 37.1	-33 10 52	B2248-334 	       	22 48 50.2	-33 26 48	Xs  	      	        	        	   1.510	        	        	   0.260	   0.170	J2251-3310 	20.00	
22 50 59.0	-40 52 34	B2248-411 	       	22 48 07.6	-41 08 30	Xs  	      	        	        	   1.070	        	        	   0.250	   0.170	J2250-4052 	20.00	
22 51 03.2	-42 43 26	B2248-429 	       	22 48 10.7	-42 59 22	Xg  	      	        	        	   1.000	        	        	   0.170	        	J2251-4243 	20.00	
22 51 17.7	-42 58 54	B2248-432 	       	22 48 25.1	-43 14 50	Xs  	      	        	        	   1.790	        	        	   0.240	        	J2251-4258 	20.00	
22 51 58.6	+17 18 16	B2249+170 	4C16.79	22 49 31.0	+17 02 19	E   	      	        	   3.100	   1.970	        	        	   0.320	   0.160	J2251+1718 	10.00	
22 51 34.7	+18 48 40	B2249+185 	3C454  	22 49 07.7	+18 32 44	Q   	 1.757	  16.000	  10.700	   5.650	        	   2.200	   1.200	   0.690	J2251+1848 	 0.50	s66a
22 52 28.0	-20 47 14	B2249-210 	       	22 49 46.7	-21 03 11	Xs  	      	        	        	        	        	        	   0.150	        	J2252-2047 	20.00	
22 52 59.9	-76 52 33	B2249-771 	       	22 49 00.2	-77 08 30	Xs  	      	        	        	   0.870	        	        	   0.160	        	J2252-7652 	20.00	
22 52 55.8	+00 37 48	B2250+003 	4C00.83	22 50 22.2	+00 21 50	G   	      	   6.000	   3.200	   2.180	   1.400	   0.760	   0.530	   0.330	J2252+0037 	20.00	
22 53 21.0	+02 36 20	B2250+023 	       	22 50 48.1	+02 20 21	Xs  	      	        	        	        	        	        	   0.310	   0.280	J2253+0236 	20.00	
22 52 43.2	+03 44 30	B2250+034 	4C03.55	22 50 10.7	+03 28 32	X   	      	  11.000	   2.900	   1.550	        	   0.500	   0.260	   0.150	J2252+0344 	20.00	
22 53 18.7	-20 45 28	B2250-210 	OY-284 	22 50 37.5	-21 01 27	Xs  	      	        	        	   1.110	        	        	   0.240	   0.120	J2253-2045 	20.00	
22 53 39.4	-34 55 24	B2250-351 	       	22 50 52.0	-35 11 23	Xs  	      	        	        	        	        	        	   0.160	        	J2253-3455 	20.00	
22 53 03.1	-40 57 47	B2250-412 	22-46  	22 50 12.2	-41 13 45	Xs  	      	  42.000	        	  13.900	        	   4.370	   2.340	   1.270	J2253-4057 	 3.00	
22 54 04.3	+00 54 17	B2251+006 	       	22 51 30.8	+00 38 18	X   	      	        	        	        	   0.000	   0.430	   0.420	   0.330	J2254+0054 	20.00	
22 54 10.5	+11 36 37	B2251+113 	4C11.72	22 51 40.6	+11 20 37	Q   	 0.859	   9.000	   6.700	   4.160	        	   1.600	   0.700	   0.490	J2254+1136 	20.00	kb67,sbb77
22 54 21.0	+13 41 49	B2251+134 	4C13.85	22 51 51.9	+13 25 49	Q   	 0.673	   8.000	   4.700	   2.710	        	        	   0.980	   0.800	J2254+1341 	 0.50	s67,s77
22 53 57.7	+16 08 53	B2251+158 	3C454.3	22 51 29.5	+15 52 54	Q   	 0.859	  13.000	  12.700	  11.600	        	  12.200	  10.200	  23.300	J2253+1608 	 0.02	l67,s68,sbb77
22 54 09.3	+24 45 24	B2251+244 	4C24.61	22 51 44.4	+24 29 24	Q   	 2.328	        	   2.700	        	   2.400	   1.900	   1.400	   0.790	J2254+2445 	 3.00	
22 53 56.4	-07 07 11	B2251-073 	       	22 51 20.2	-07 23 10	Xg  	      	        	        	        	        	        	   0.150	        	J2253-0707 	20.00	
22 53 41.2	-08 40 23	B2251-089 	       	22 51 04.4	-08 56 22	Xs  	      	        	        	   1.590	        	        	   0.190	        	J2253-0840 	20.00	
22 53 46.8	-14 11 56	B2251-144 	OY-185 	22 51 08.1	-14 27 55	DB  	      	        	        	   0.930	        	        	   0.240	   0.170	J2253-1411 	20.00	
22 54 32.8	-23 40 07	B2251-239 	       	22 51 50.6	-23 56 07	Xs  	      	        	        	        	        	        	   0.100	        	J2254-2340 	20.00	
22 54 31.6	-26 39 50	B2251-269 	       	22 51 48.1	-26 55 50	Xs  	      	        	        	        	        	        	   0.120	        	J2254-2639 	20.00	
22 54 34.5	-32 09 16	B2251-324 	       	22 51 48.6	-32 25 16	N   	      	        	        	   1.640	        	        	   0.400	   0.230	J2254-3209 	20.00	
22 54 36.7	-41 40 43	B2251-419 	       	22 51 45.7	-41 56 43	Q   	      	        	        	        	        	        	   0.250	   0.280	J2254-4140 	20.00	
22 53 58.7	-50 25 49	B2251-506 	       	22 51 01.3	-50 41 48	Xs  	      	        	        	        	        	        	   0.240	        	J2253-5025 	20.00	
22 54 55.9	-59 25 55	B2251-596 	       	22 51 49.5	-59 41 55	Q?  	      	        	        	        	        	        	   0.240	   0.240	J2254-5925 	20.00	
22 54 54.3	+02 25 30	B2252+021 	       	22 52 21.3	+02 09 29	Xs  	      	        	        	   1.300	        	   0.320	   0.290	   0.180	J2254+0225 	20.00	
22 55 03.8	+13 13 34	B2252+129 	3C455  	22 52 34.5	+12 57 33	Q   	 0.453	  22.000	  14.000	   7.250	        	   2.800	   1.500	   0.760	J2255+1313 	 0.50	abm72
22 55 04.2	-08 44 04	B2252-090 	       	22 52 27.5	-09 00 05	X   	      	        	        	   1.190	        	        	   0.630	   0.690	J2255-0844 	 0.15	
22 55 11.6	-30 25 55	B2252-306 	       	22 52 26.6	-30 41 56	Xs  	      	        	        	   1.610	        	        	   0.230	        	J2255-3025 	20.00	
22 54 59.3	-39 13 05	B2252-394 	       	22 52 09.9	-39 29 06	Xs  	      	   9.000	        	   3.420	        	   0.970	   0.660	   0.370	J2254-3913 	20.00	
22 55 25.5	-42 11 40	B2252-424 	       	22 52 34.4	-42 27 41	Xg  	      	        	        	   1.000	        	        	   0.180	        	J2255-4211 	20.00	
22 55 50.0	-52 45 39	B2252-530 	22-54  	22 52 51.3	-53 01 41	Xs  	      	        	        	   6.370	        	   3.500	   1.660	   0.980	J2255-5245 	20.00	
22 56 32.9	-78 48 18	B2252-790 	       	22 52 22.7	-79 04 20	Xs  	      	        	        	   0.770	        	        	   0.110	        	J2256-7848 	20.00	
22 55 47.0	-00 18 55	B2253-005 	4C-0.82	22 53 13.1	-00 34 57	    	      	   8.000	   2.700	   1.500	        	        	   0.170	        	J2255-0018 	20.00	
22 56 00.2	-27 35 55	B2253-278 	OY-289 	22 53 16.5	-27 51 57	Q?  	      	        	        	        	        	        	   0.340	   0.420	J2256-2735 	20.00	
22 56 00.8	-31 27 45	B2253-317 	       	22 53 15.5	-31 43 47	Xs  	      	        	        	        	        	        	   0.120	        	J2256-3127 	20.00	
22 56 27.5	-42 59 48	B2253-432 	       	22 53 36.2	-43 15 50	Xs  	      	        	        	   1.390	        	        	   0.220	        	J2256-4259 	20.00	
22 56 42.1	-46 17 38	B2253-465 	       	22 53 48.7	-46 33 41	G   	      	        	        	   2.670	        	        	   0.710	   0.450	J2256-4617 	20.00	
22 56 47.3	-51 58 50	B2253-522 	22-55  	22 53 49.6	-52 14 53	Xg  	      	        	        	   7.200	        	   2.500	   1.300	   0.780	J2256-5158 	20.00	
22 56 58.1	-64 56 02	B2253-652 	22-63  	22 53 44.3	-65 12 05	E   	      	        	        	   2.160	        	   0.900	   0.320	   0.200	J2256-6456 	20.00	
22 57 17.5	+02 43 17	B2254+024 	       	22 54 44.6	+02 27 14	Q   	 2.090	        	        	        	        	   0.390	   0.410	   0.490	J2257+0243 	 0.02	
22 57 17.3	+07 43 12	B2254+074 	OY091  	22 54 46.0	+07 27 09	QC  	      	        	        	        	        	        	   0.660	   0.480	J2257+0743 	 0.50	
22 57 07.4	+16 58 34	B2254+167 	4C16.80	22 54 39.2	+16 42 31	Xs  	      	  16.000	   8.400	   4.530	        	   1.400	   0.760	   0.420	J2257+1658 	20.00	
22 57 29.7	-18 28 40	B2254-187 	OY-192 	22 54 49.7	-18 44 44	Xs  	      	        	        	   1.650	        	        	   0.420	   0.230	J2257-1828 	20.00	
22 56 41.3	-20 11 40	B2254-204 	OY-290 	22 54 00.6	-20 27 43	QC  	      	        	        	   0.242	        	        	   0.390	   0.430	J2256-2011 	20.00	
22 57 40.9	-24 37 40	B2254-248 	OY-292 	22 54 58.7	-24 53 44	Xs  	      	        	        	   1.810	        	        	   0.540	   0.360	J2257-2437 	20.00	
22 57 10.6	-36 27 44	B2254-367 	IC1459 	22 54 23.1	-36 43 47	E   	      	        	        	   0.700	        	   0.970	   0.820	   0.720	J2257-3627 	 0.50	
22 57 11.9	-55 10 29	B2254-554 	       	22 54 11.4	-55 26 32	Xs  	      	        	        	   1.340	        	        	   0.300	   0.180	J2257-5510 	20.00	
22 57 43.0	+09 33 07	B2255+092 	4C09.71	22 55 12.3	+09 17 03	Xs  	      	   6.000	   3.100	   2.150	        	        	   0.330	   0.190	J2257+0933 	20.00	
