#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:49:57 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244583b40	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VIII/16&tab:{VIII/16/mrcj2000}&key:source=VIII/16&HTTPPRM:&-out.max=20&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/16/mrcj2000
#-order=I
#-out=MRC
#-out=RAB1950
#-out=DEB1950
#-out=RA2000
#-out=DE2000
#-out=S408
#-out=e_S408
#-out=n_S408
#-out=Mflag
#-out=Cflag
#

#RESOURCE=yCat_8016
#Name: VIII/16
#Title: Molonglo Reference Catalogue of Radio Sources (Large+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_16_mrcj2000:
#Name: VIII/16/mrcj2000
#Title: Catalog Data
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	MRC	(a9)	Recommended IAU name of the source based on B1950 equinox.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A10)	Right ascension in B1950 equinox	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	DEC in degrees in B1950 equinox	[ucd=pos.eq.dec;meta.main]
#Column	RA2000	(A10)	Right ascension in J2000 equinox (Converted from B1950 using the STARLINK program COCO)	[ucd=pos.eq.ra]
#Column	DE2000	(A9)	DEC in J2000 equinox	[ucd=pos.eq.dec]
#Column	S408	(F7.2)	Flux density	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	e_S408	(F5.2)	Standard error	[ucd=stat.error]
#Column	n_S408	(A1)	[*] scattering flag (1)	[ucd=meta.note]
#Column	Mflag	(A3)	[ AECMN] *Morphology flags	[ucd=meta.code]
#Column	Cflag	(A3)	[ CJMPRST] Cross-reference flags.	[ucd=meta.code]
_RAJ2000	_DEJ2000	MRC	RAB1950	DEB1950	RA2000	DE2000	S408	e_S408	n_S408	Mflag	Cflag
17 17 04.0	-00 16 13	1714-002 	17 14 29.9	-00 13 01	17 17 04.0	-00 16 13	   1.25	 0.05	 	   	
17 17 23.3	-02 05 25	1714-020 	17 14 47.2	-02 02 14	17 17 23.3	-02 05 25	   2.10	 0.05	 	A  	 P
17 17 20.2	+03 40 11	1714+037 	17 14 50.7	+03 43 22	17 17 20.3	+03 40 11	   1.17	 0.07	 	   	 P
17 18 06.2	-30 01 55	1714-299 	17 14 54.5	-29 58 46	17 18 06.2	-30 01 55	   0.90	 0.04	 	E  	
17 17 39.7	-05 09 24	1715-051 	17 15 00.0	-05 06 14	17 17 39.7	-05 09 24	   0.71	 0.06	 	   	
17 17 25.7	+10 04 37	1715+101 	17 15 03.6	+10 07 47	17 17 25.7	+10 04 37	   1.43	 0.07	 	   	
17 17 58.3	-11 21 02	1715-112 	17 15 11.4	-11 17 53	17 17 58.3	-11 21 02	   1.24	 0.04	 	   	
17 19 31.0	-54 10 33	1715-541 	17 15 26.3	-54 07 28	17 19 31.0	-54 10 33	   2.59	 0.09	 	   	
17 18 22.9	-05 08 53	1715-050 	17 15 43.2	-05 05 46	17 18 22.9	-05 08 53	   0.79	 0.06	 	   	
17 19 25.4	-43 39 49	1715-436 	17 15 49.0	-43 36 45	17 19 25.4	-43 39 49	   1.84	 0.08	 	   	
17 18 34.2	-09 41 18	1715-096 	17 15 49.2	-09 38 12	17 18 34.2	-09 41 18	   1.60	 0.04	 	E  	
17 23 14.7	-76 58 06	1715-769 	17 15 57.2	-76 55 10	17 23 14.7	-76 58 06	   1.00	 0.07	 	   	
17 18 35.9	+16 35 26	1716+166 	17 16 21.7	+16 38 31	17 18 35.9	+16 35 26	   0.73	 0.05	 	   	
17 19 15.6	-12 45 29	1716-127 	17 16 27.0	-12 42 26	17 19 15.6	-12 45 29	   1.56	 0.09	 	   	
17 18 41.6	+18 33 11	1716+186 	17 16 29.9	+18 36 15	17 18 41.6	+18 33 11	   0.73	 0.06	 	   	
17 25 27.2	-80 04 44	1716-800 	17 16 37.7	-80 01 54	17 25 27.1	-80 04 44	   5.91	 0.26	 	   	 P
17 19 22.6	+00 37 02	1716+006 	17 16 49.6	+00 40 04	17 19 22.7	+00 37 02	   5.54	 0.21	 	   	 P
17 19 06.7	+15 13 38	1716+152 	17 16 50.8	+15 16 41	17 19 06.7	+15 13 38	   1.10	 0.05	 	   	
17 21 12.2	-58 12 15	1716-581 	17 16 52.4	-58 09 17	17 21 12.1	-58 12 15	   0.90	 0.05	 	   	
17 20 15.2	-26 18 51	1717-262 	17 17 08.9	-26 15 51	17 20 15.2	-26 18 51	   1.06	 0.07	 	   	
17 20 03.8	-14 26 06	1717-143 	17 17 13.1	-14 23 06	17 20 03.8	-14 26 06	   4.78	 0.21	 	   	 P
17 21 53.6	-62 08 27	1717-620 	17 17 15.5	-62 05 31	17 21 53.6	-62 08 27	   1.76	 0.04	 	E  	J
17 36 21.7	-86 09 20	1717-861 	17 17 28.5	-86 06 56	17 36 21.5	-86 09 20	   1.26	 0.08	 	   	
17 20 11.5	-07 01 34	1717-069 	17 17 29.6	-06 58 35	17 20 11.5	-07 01 34	   4.46	 0.12	 	   	 P
17 21 23.4	-47 40 01	1717-476 	17 17 37.5	-47 37 05	17 21 23.4	-47 40 01	   1.18	 0.06	 	   	
17 21 36.2	-51 46 16	1717-517 	17 17 39.0	-51 43 20	17 21 36.2	-51 46 16	   1.38	 0.04	 	   	
17 24 34.5	-75 42 24	1717-756 	17 17 42.6	-75 39 35	17 24 34.5	-75 42 24	   0.99	 0.07	 	   	 P
17 20 37.8	-17 58 47	1717-179 	17 17 42.7	-17 55 49	17 20 37.8	-17 58 47	   0.91	 0.07	 	   	
17 20 20.5	+02 53 18	1717+029 	17 17 50.1	+02 56 16	17 20 20.5	+02 53 18	   1.09	 0.14	 	   	
17 20 54.0	-23 39 42	1717-236 	17 17 51.4	-23 36 45	17 20 54.0	-23 39 42	   5.04	 0.22	 	   	
17 20 10.6	+12 56 40	1717+129 	17 17 52.0	+12 59 38	17 20 10.6	+12 56 40	   1.37	 0.08	 	   	
17 20 48.4	-16 45 34	1717-167 	17 17 54.8	-16 42 37	17 20 48.4	-16 45 34	   0.78	 0.06	 	   	
17 20 31.7	-00 58 46	1717-009 	17 17 56.8	-00 55 49	17 20 31.7	-00 58 46	  61.28	 2.37	 	E  	 PR
17 20 57.3	+06 21 40	1718+064 	17 18 30.9	+06 24 35	17 20 57.3	+06 21 40	   1.11	 0.07	 	   	
17 21 45.3	-24 18 58	1718-242 	17 18 41.8	-24 16 05	17 21 45.3	-24 18 58	   1.56	 0.09	 	   	
17 24 35.1	-71 29 53	1718-714 	17 18 44.6	-71 27 06	17 24 35.0	-71 29 53	   0.99	 0.07	 	   	
17 23 40.4	-65 00 33	1718-649 	17 18 45.4	-64 57 44	17 23 40.3	-65 00 33	   2.57	 0.12	 	   	 P
17 21 05.2	+16 27 00	1718+164 	17 18 50.9	+16 29 54	17 21 05.2	+16 27 00	   1.02	 0.04	 	   	
17 21 31.3	-00 03 30	1718-000 	17 18 57.5	-00 00 37	17 21 31.3	-00 03 30	   1.08	 0.04	 	   	
17 21 21.6	+13 32 13	1719+135 	17 19 03.7	+13 35 06	17 21 21.6	+13 32 13	   0.93	 0.07	 	   	
17 21 46.4	+04 23 48	1719+044 	17 19 17.7	+04 26 40	17 21 46.4	+04 23 48	   1.50	 0.10	 	   	
17 26 49.3	-77 27 57	1719-774 	17 19 19.3	-77 25 16	17 26 49.2	-77 27 57	   1.84	 0.07	 	   	 P
17 21 44.5	+09 17 42	1719+093B	17 19 21.5	+09 20 34	17 21 44.5	+09 17 42	   0.81	 0.06	 	M  	
17 22 03.8	-05 03 38	1719-050 	17 19 24.2	-05 00 47	17 22 03.8	-05 03 38	   0.80	 0.06	 	   	
17 22 42.1	-28 19 54	1719-282 	17 19 32.8	-28 17 05	17 22 42.1	-28 19 54	   2.81	 0.12	 	   	
17 23 16.9	-46 31 23	1719-464 	17 19 33.7	-46 28 35	17 23 16.9	-46 31 23	   1.89	 0.05	 	   	
17 22 14.0	+04 43 19	1719+047 	17 19 45.7	+04 46 09	17 22 14.0	+04 43 19	   2.48	 0.28	 	   	 P
17 22 09.9	+09 20 57	1719+093A	17 19 47.0	+09 23 47	17 22 09.9	+09 20 57	   1.47	 0.08	 	M  	 P
17 22 19.6	+07 08 30	1719+071 	17 19 54.1	+07 11 19	17 22 19.6	+07 08 30	   0.94	 0.07	 	   	
17 22 37.6	+00 03 41	1720+001 	17 20 03.9	+00 06 29	17 22 37.6	+00 03 41	   2.44	 0.08	 	   	 P
17 23 54.9	-47 40 57	1720-476 	17 20 08.8	-47 38 12	17 23 54.9	-47 40 57	   0.87	 0.07	 	C  	J
17 24 27.1	-55 09 37	1720-551 	17 20 18.7	-55 06 53	17 24 27.1	-55 09 37	   0.83	 0.05	 	   	
17 25 02.5	-63 00 17	1720-629 	17 20 19.4	-62 57 34	17 25 02.5	-63 00 17	   0.75	 0.06	 	   	
17 22 38.6	+16 52 08	1720+169 	17 20 24.8	+16 54 55	17 22 38.6	+16 52 08	   0.71	 0.04	 	   	
17 23 31.6	-20 16 16	1720-202 	17 20 33.5	-20 13 31	17 23 31.6	-20 16 16	   0.96	 0.07	 	   	
17 23 00.1	+07 18 11	1720+073 	17 20 34.8	+07 20 57	17 23 00.1	+07 18 11	   4.87	 0.33	 	   	 P
17 24 29.4	-46 23 12	1720-463 	17 20 46.5	-46 20 29	17 24 29.4	-46 23 12	   0.95	 0.03	 	   	
17 23 12.1	+17 35 31	1720+176 	17 20 59.2	+17 38 16	17 23 12.1	+17 35 31	   1.00	 0.05	 	   	 P
17 25 15.3	-57 06 09	1720-570 	17 20 59.6	-57 03 28	17 25 15.3	-57 06 09	   1.02	 0.06	 	   	
17 23 36.2	-01 39 34	1721-016 	17 21 00.5	-01 36 50	17 23 36.2	-01 39 34	   0.85	 0.05	 	   	
17 23 37.6	+00 09 25	1721+002 	17 21 04.0	+00 12 09	17 23 37.6	+00 09 25	   0.96	 0.04	 	   	
17 24 07.2	-18 06 16	1721-180 	17 21 11.9	-18 03 33	17 24 07.2	-18 06 16	   2.91	 0.24	 	   	
17 24 57.2	-44 40 43	1721-446 	17 21 18.2	-44 38 02	17 24 57.2	-44 40 43	   1.49	 0.08	 	   	
17 23 51.2	+04 24 02	1721+044 	17 21 22.5	+04 26 45	17 23 51.2	+04 24 02	   0.96	 0.08	 	   	
17 33 55.6	-83 42 48	1721-836 	17 21 23.0	-83 40 27	17 33 55.5	-83 42 48	   4.63	 0.21	 	   	
17 24 30.8	-25 12 18	1721-251 	17 21 26.0	-25 09 37	17 24 30.8	-25 12 18	   1.52	 0.09	 	   	
17 24 18.5	-10 49 53	1721-107 	17 21 32.1	-10 47 12	17 24 18.5	-10 49 53	   1.30	 0.04	 	   	
17 24 33.6	-12 46 44	1721-127 	17 21 44.9	-12 44 04	17 24 33.6	-12 46 44	   1.14	 0.12	 	   	
17 24 36.2	-11 06 31	1721-110 	17 21 49.5	-11 03 51	17 24 36.2	-11 06 31	   0.85	 0.04	 	   	
17 24 44.7	-16 56 36	1721-168 	17 21 50.9	-16 53 56	17 24 44.8	-16 56 36	   1.62	 0.05	 	   	
17 24 15.9	+09 58 27	1721+100 	17 21 53.7	+10 01 08	17 24 15.9	+09 58 27	   0.78	 0.05	 	   	
17 26 11.2	-56 53 38	1721-568 	17 21 56.3	-56 51 01	17 26 11.2	-56 53 38	   0.97	 0.05	 	E  	J
17 24 38.2	-04 19 13	1721-042 	17 21 59.5	-04 16 33	17 24 38.2	-04 19 13	   1.16	 0.05	*	   	
17 24 38.2	-02 42 16	1722-026 	17 22 01.3	-02 39 36	17 24 38.2	-02 42 16	   4.35	 0.19	 	   	 P
17 28 45.3	-74 54 03	1722-748 	17 22 07.0	-74 51 32	17 28 45.3	-74 54 03	   0.82	 0.07	 	   	
17 26 59.2	-64 27 57	1722-644 	17 22 07.3	-64 25 23	17 26 59.2	-64 27 57	   2.21	 0.11	 	   	
17 24 52.8	-05 06 08	1722-050 	17 22 13.2	-05 03 29	17 24 52.8	-05 06 08	   1.04	 0.07	 	   	
17 25 03.2	-09 48 42	1722-097 	17 22 18.0	-09 46 04	17 25 03.2	-09 48 42	   0.90	 0.03	 	   	
17 24 41.1	+10 30 40	1722+105 	17 22 19.6	+10 33 19	17 24 41.1	+10 30 40	   1.36	 0.06	 	   	
17 30 21.7	-78 11 27	1722-781 	17 22 32.2	-78 09 01	17 30 21.6	-78 11 27	   2.11	 0.09	 	   	 P
17 26 47.6	-55 29 39	1722-554 	17 22 37.8	-55 27 05	17 26 47.6	-55 29 39	   2.60	 0.12	 	   	
17 25 37.3	-04 16 30	1722-042 	17 22 58.6	-04 13 55	17 25 37.3	-04 16 30	   1.15	 0.07	 	   	
17 27 40.0	-53 42 29	1723-536 	17 23 36.3	-53 39 59	17 27 40.0	-53 42 29	   1.58	 0.09	 	   	
17 26 04.7	+11 08 34	1723+111 	17 23 44.0	+11 11 07	17 26 04.8	+11 08 34	   0.82	 0.06	 	   	
17 27 47.4	-42 59 52	1724-429 	17 24 12.0	-42 57 24	17 27 47.4	-42 59 52	   0.77	 0.06	 	   	
17 27 54.6	-41 12 03	1724-411 	17 24 23.0	-41 09 35	17 27 54.6	-41 12 03	   0.86	 0.05	 	   	
17 27 18.3	-17 19 55	1724-172 	17 24 23.9	-17 17 26	17 27 18.3	-17 19 55	   1.88	 0.07	 	E  	
17 27 09.3	-08 54 43	1724-088 	17 24 25.2	-08 52 14	17 27 09.3	-08 54 43	   0.78	 0.05	 	   	
17 27 16.0	-10 57 51	1724-109 	17 24 29.4	-10 55 22	17 27 16.0	-10 57 51	   1.20	 0.04	 	   	
17 27 42.1	-12 09 15	1724-121 	17 24 54.1	-12 06 48	17 27 42.1	-12 09 15	   0.77	 0.06	 	   	
17 29 03.7	-54 52 43	1724-548 	17 24 56.0	-54 50 19	17 29 03.7	-54 52 43	   0.80	 0.05	 	   	
17 27 51.7	-06 58 13	1725-069 	17 25 09.9	-06 55 47	17 27 51.7	-06 58 13	   1.43	 0.05	 	   	 P
17 28 29.0	-28 46 08	1725-287 	17 25 18.9	-28 43 44	17 28 29.0	-28 46 08	   1.32	 0.05	 	   	
17 27 35.7	+16 44 22	1725+167 	17 25 21.8	+16 46 48	17 27 35.7	+16 44 22	   1.35	 0.05	 	   	 P
17 28 36.2	-27 12 37	1725-271 	17 25 28.4	-27 10 13	17 28 36.2	-27 12 37	   1.19	 0.07	 	   	
17 27 53.4	+10 42 53	1725+107 	17 25 32.2	+10 45 18	17 27 53.4	+10 42 53	   1.44	 0.05	 	   	
17 30 04.1	-57 39 19	1725-576 	17 25 45.9	-57 36 59	17 30 04.1	-57 39 19	   0.71	 0.06	 	   	
17 30 35.2	-63 14 55	1725-632 	17 25 50.2	-63 12 36	17 30 35.2	-63 14 55	   0.83	 0.05	 	   	
17 28 34.3	+01 02 26	1726+010 	17 26 01.7	+01 04 48	17 28 34.3	+01 02 26	   1.68	 0.05	 	   	
17 28 50.2	-03 50 52	1726-038 	17 26 12.0	-03 48 30	17 28 50.2	-03 50 52	   2.43	 0.12	 	   	 P
17 29 46.2	-41 48 34	1726-417 	17 26 13.3	-41 46 14	17 29 46.2	-41 48 34	   1.14	 0.05	 	   	
17 29 20.5	-23 45 27	1726-237 	17 26 17.6	-23 43 07	17 29 20.5	-23 45 27	   0.88	 0.07	 	   	
17 29 56.8	-43 30 55	1726-434 	17 26 20.2	-43 28 36	17 29 56.8	-43 30 55	   0.89	 0.05	 	   	
17 32 03.9	-70 07 13	1726-700 	17 26 27.1	-70 04 59	17 32 03.8	-70 07 13	   1.13	 0.08	 	   	 P
17 29 18.4	-06 59 50	1726-069 	17 26 36.5	-06 57 30	17 29 18.4	-06 59 50	   1.46	 0.05	 	   	 P
17 29 42.3	-22 35 20	1726-225 	17 26 41.0	-22 33 01	17 29 42.3	-22 35 20	   3.30	 0.15	 	   	
17 31 43.6	-65 39 28	1726-656 	17 26 43.5	-65 37 14	17 31 43.5	-65 39 28	   1.74	 0.09	 	   	 P
17 29 41.0	-12 02 44	1726-120 	17 26 53.1	-12 00 26	17 29 41.0	-12 02 44	   1.66	 0.06	 	   	
17 34 28.4	-77 26 08	1726-774 	17 26 57.6	-77 24 00	17 34 28.3	-77 26 08	   1.77	 0.07	 	   	 P
17 29 41.8	-04 57 02	1727-049 	17 27 02.3	-04 54 44	17 29 41.8	-04 57 02	   0.99	 0.07	 	   	
17 29 40.5	+17 54 35	1727+179 	17 27 28.1	+17 56 52	17 29 40.5	+17 54 35	   1.23	 0.08	 	   	
17 30 25.3	-10 07 40	1727-100 	17 27 39.7	-10 05 25	17 30 25.3	-10 07 40	   1.82	 0.04	 	M  	
17 30 40.8	-21 29 11	1727-214 	17 27 41.0	-21 26 57	17 30 40.8	-21 29 11	  27.83	 1.20	 	E  	 P
17 30 05.6	+17 24 46	1727+174 	17 27 52.6	+17 27 01	17 30 05.6	+17 24 46	   3.17	 0.13	 	   	 P
17 30 34.5	-04 22 43	1727-043 	17 27 55.7	-04 20 29	17 30 34.5	-04 22 43	   1.83	 0.21	 	   	
17 30 43.9	-10 11 43	1727-101 	17 27 58.2	-10 09 29	17 30 43.9	-10 11 43	   1.08	 0.04	 	M  	
17 31 10.2	-26 03 45	1728-260 	17 28 04.0	-26 01 33	17 31 10.2	-26 03 45	   1.13	 0.07	 	   	
17 30 49.8	-06 30 56	1728-064 	17 28 08.5	-06 28 43	17 30 49.8	-06 30 56	   0.82	 0.04	 	   	
17 30 41.4	+10 00 16	1728+100 	17 28 19.3	+10 02 29	17 30 41.4	+10 00 16	   0.97	 0.04	 	   	
17 32 20.5	-48 27 36	1728-484 	17 28 32.0	-48 25 27	17 32 20.5	-48 27 36	   1.85	 0.04	 	   	
17 32 28.8	-50 27 47	1728-504 	17 28 34.8	-50 25 38	17 32 28.8	-50 27 47	   0.79	 0.13	 	   	
17 35 59.1	-76 51 24	1728-768 	17 28 41.5	-76 49 23	17 35 59.0	-76 51 24	   1.59	 0.09	 	   	 P
17 31 29.7	-06 36 27	1728-065 	17 28 48.3	-06 34 17	17 31 29.7	-06 36 27	   1.50	 0.05	 	   	
17 31 23.5	-00 07 02	1728-000 	17 28 49.6	-00 04 52	17 31 23.5	-00 07 02	   0.70	 0.06	 	   	
17 31 32.0	-00 33 56	1728-005 	17 28 57.6	-00 31 46	17 31 32.0	-00 33 56	   0.78	 0.06	 	N  	
17 32 05.4	-24 26 47	1729-244 	17 29 01.5	-24 24 39	17 32 05.4	-24 26 47	   1.80	 0.10	 	   	
17 32 08.6	-19 17 20	1729-192 	17 29 11.6	-19 15 12	17 32 08.6	-19 17 20	   0.78	 0.06	 	N  	
17 34 16.6	-64 21 28	1729-643 	17 29 24.7	-64 19 25	17 34 16.5	-64 21 28	   1.76	 0.28	 	   	
17 32 31.8	-17 28 46	1729-174 	17 29 37.2	-17 26 40	17 32 31.8	-17 28 46	   1.32	 0.07	 	N  	
17 32 35.2	-17 55 39	1729-178 	17 29 40.0	-17 53 33	17 32 35.2	-17 55 39	   1.50	 0.08	 	   	
17 32 39.6	-19 08 23	1729-191 	17 29 42.8	-19 06 17	17 32 39.6	-19 08 23	   0.90	 0.07	 	   	
17 31 59.4	+15 02 57	1729+150 	17 29 43.5	+15 05 04	17 31 59.5	+15 02 57	   1.05	 0.07	 	   	
17 33 42.7	-51 54 10	1729-518 	17 29 44.4	-51 52 07	17 33 42.7	-51 54 10	   1.11	 0.03	 	   	
17 34 46.2	-65 24 51	1729-653 	17 29 47.5	-65 22 50	17 34 46.2	-65 24 51	   1.28	 0.08	 	   	
17 32 53.1	-22 35 11	1729-225 	17 29 51.8	-22 33 06	17 32 53.1	-22 35 11	   1.42	 0.08	 	   	
17 32 25.0	+00 59 46	1729+010 	17 29 52.4	+01 01 52	17 32 25.0	+00 59 46	   1.39	 0.05	 	   	 P
17 33 59.5	-52 17 52	1729-522 	17 30 00.0	-52 15 50	17 33 59.5	-52 17 52	   1.65	 0.05	 	   	
17 33 02.9	-13 04 49	1730-130 	17 30 13.7	-13 02 45	17 33 02.9	-13 04 49	   6.58	 0.29	 	   	 P
17 34 11.1	-49 05 21	1730-490 	17 30 20.8	-49 03 20	17 34 11.1	-49 05 21	   1.51	 0.05	 	   	
17 35 08.5	-62 15 22	1730-622 	17 30 28.6	-62 13 23	17 35 08.4	-62 15 22	   0.93	 0.04	 	   	
17 32 56.3	+16 59 20	1730+170 	17 30 42.8	+17 01 23	17 32 56.3	+16 59 20	   0.70	 0.06	 	   	
17 34 52.4	-53 56 10	1730-539 	17 30 47.6	-53 54 11	17 34 52.4	-53 56 10	   0.93	 0.07	 	   	
17 35 10.8	-53 17 07	1731-532 	17 31 08.1	-53 15 10	17 35 10.8	-53 17 07	   0.88	 0.07	 	   	
17 33 32.5	+08 04 45	1731+081 	17 31 08.2	+08 06 46	17 33 32.5	+08 04 45	   0.81	 0.06	 	   	
17 36 17.8	-66 47 41	1731-667 	17 31 09.3	-66 45 46	17 36 17.8	-66 47 41	   0.69	 0.04	 	   	
17 33 30.7	+10 41 44	1731+107 	17 31 09.5	+10 43 45	17 33 30.7	+10 41 44	   1.50	 0.05	 	   	
17 35 36.6	-56 46 17	1731-567 	17 31 21.5	-56 44 21	17 35 36.5	-56 46 17	   2.37	 0.08	 	   	
17 36 21.8	-58 44 48	1731-587 	17 31 58.7	-58 42 55	17 36 21.8	-58 44 48	   0.95	 0.05	 	N  	
17 34 52.4	-03 49 16	1732-037 	17 32 14.2	-03 47 21	17 34 52.4	-03 49 16	   0.81	 0.06	 	   	
17 35 00.6	-09 40 23	1732-096 	17 32 15.5	-09 38 28	17 35 00.6	-09 40 23	   1.39	 0.04	 	   	
17 35 08.5	-09 16 38	1732-092 	17 32 23.9	-09 14 44	17 35 08.5	-09 16 38	   5.30	 0.10	 	   	
17 34 42.7	+16 00 30	1732+160 	17 32 28.0	+16 02 25	17 34 42.7	+16 00 30	   5.36	 0.17	 	   	 P
17 35 11.9	-07 26 42	1732-074 	17 32 29.5	-07 24 48	17 35 11.9	-07 26 42	   0.79	 0.05	 	   	
17 35 22.1	-08 02 31	1732-080 	17 32 39.0	-08 00 38	17 35 22.1	-08 02 31	   3.46	 0.10	 	A  	 P
17 35 10.3	+08 08 44	1732+081 	17 32 46.0	+08 10 38	17 35 10.3	+08 08 44	   0.76	 0.06	 	   	
17 35 43.6	-07 20 52	1733-073 	17 33 01.3	-07 19 00	17 35 43.6	-07 20 52	   1.33	 0.04	 	   	
17 36 45.6	-43 47 10	1733-437 	17 33 08.2	-43 45 21	17 36 45.6	-43 47 10	   0.99	 0.04	 	   	
17 37 23.5	-56 35 52	1733-565B	17 33 09.0	-56 34 04	17 37 23.5	-56 35 52	   7.29	 0.30	 	EM 	JS
17 38 35.7	-68 56 56	1733-689 	17 33 09.4	-68 55 11	17 38 35.7	-68 56 56	   0.82	 0.06	 	   	 P
17 37 42.2	-56 32 40	1733-565A	17 33 27.9	-56 30 53	17 37 42.2	-56 32 40	  15.88	 0.49	 	M  	JPS
17 35 48.7	+12 39 23	1733+126 	17 33 29.8	+12 41 14	17 35 48.7	+12 39 23	   0.94	 0.07	 	   	
17 39 20.9	-71 19 07	1733-712 	17 33 30.7	-71 17 24	17 39 20.9	-71 19 07	   1.74	 0.09	 	M  	J
17 36 12.1	-05 14 52	1733-052 	17 33 32.2	-05 13 02	17 36 12.1	-05 14 52	   0.80	 0.06	 	   	
17 37 20.4	-41 26 28	1733-414 	17 33 48.0	-41 24 41	17 37 20.4	-41 26 28	   1.29	 0.05	 	   	
17 39 40.3	-71 23 09	1733-713 	17 33 49.3	-71 21 27	17 39 40.3	-71 23 09	   1.58	 0.16	 	M  	JP
17 36 13.5	+08 55 00	1733+089 	17 33 50.2	+08 56 49	17 36 13.5	+08 55 00	   1.03	 0.09	 	   	
17 38 23.3	-60 43 16	1733-606 	17 33 51.0	-60 41 32	17 38 23.2	-60 43 16	   0.92	 0.05	 	   	
17 37 25.5	-39 46 06	1733-397 	17 33 56.4	-39 44 20	17 37 25.4	-39 46 06	   1.29	 0.06	 	   	
17 37 19.3	-26 04 38	1734-260 	17 34 13.0	-26 02 52	17 37 19.3	-26 04 38	   0.99	 0.07	 	   	
17 37 22.5	-22 29 53	1734-224 	17 34 21.2	-22 28 08	17 37 22.5	-22 29 53	   0.87	 0.07	 	   	
17 37 12.1	-07 32 23	1734-075 	17 34 29.5	-07 30 38	17 37 12.1	-07 32 23	   3.94	 0.13	 	   	
17 37 14.6	+06 21 19	1734+063 	17 34 48.2	+06 23 04	17 37 14.6	+06 21 19	   0.86	 0.07	 	   	 P
17 37 16.9	+05 37 31	1734+056 	17 34 49.7	+05 39 15	17 37 16.9	+05 37 31	   1.91	 0.07	 	   	 P
17 38 36.2	-43 53 21	1734-438 	17 34 58.5	-43 51 40	17 38 36.2	-43 53 21	   0.87	 0.06	 	   	
17 37 34.9	+02 36 37	1735+026 	17 35 04.2	+02 38 20	17 37 34.9	+02 36 37	   0.94	 0.09	 	   	 P
17 37 44.3	-01 02 55	1735-010 	17 35 09.3	-01 01 12	17 37 44.3	-01 02 55	   0.97	 0.07	 	   	 P
17 37 45.1	+00 12 10	1735+002 	17 35 11.6	+00 13 53	17 37 45.1	+00 12 10	   1.34	 0.07	 	   	 P
17 37 50.7	+03 25 35	1735+034 	17 35 20.9	+03 27 17	17 37 50.7	+03 25 35	   2.80	 0.13	 	   	 P
17 39 05.4	-41 37 44	1735-416 	17 35 32.5	-41 36 05	17 39 05.3	-41 37 44	   1.15	 0.05	 	   	
17 40 06.2	-60 00 10	1735-599 	17 35 37.3	-59 58 33	17 40 06.2	-60 00 10	   1.70	 0.09	 	   	
17 40 54.1	-62 27 21	1736-624 	17 36 12.8	-62 25 47	17 40 54.1	-62 27 21	   1.72	 0.05	 	   	
17 38 41.7	+05 18 44	1736+053 	17 36 14.1	+05 20 22	17 38 41.7	+05 18 44	   0.81	 0.06	 	   	
17 39 38.8	-20 55 09	1736-208 	17 36 39.6	-20 53 34	17 39 38.8	-20 55 09	   2.25	 0.08	 	   	
17 38 56.8	+16 06 36	1736+161 	17 36 42.2	+16 08 13	17 38 56.8	+16 06 36	   1.60	 0.05	 	   	
17 39 38.8	+03 26 58	1737+034 	17 37 09.0	+03 28 32	17 39 38.8	+03 26 58	   0.84	 0.07	 	   	
17 41 31.2	-57 37 17	1737-575 	17 37 12.5	-57 35 47	17 41 31.2	-57 37 17	   5.12	 0.64	 	   	 P
17 42 07.7	-63 20 53	1737-633 	17 37 21.4	-63 19 24	17 42 07.7	-63 20 53	   0.73	 0.06	 	   	
17 42 01.6	-60 55 29	1737-609 	17 37 28.2	-60 54 00	17 42 01.6	-60 55 29	   8.32	 0.21	 	A  	JP
17 42 02.9	-60 15 54	1737-602 	17 37 32.6	-60 14 26	17 42 02.9	-60 15 54	   0.80	 0.06	 	   	
17 40 35.0	-15 54 35	1737-158 	17 37 42.3	-15 53 04	17 40 35.0	-15 54 35	   1.85	 0.10	 	   	
